运动学片段,车辆编号,加速时间(s),减速时间(s),怠速时间(s),匀速时间(s),行停时间比例,行驶距离(m),最大速度(m/s),平均速度(m/s),平均行驶速度(m/s),速度标准差,最大加速度(m/s^2),平均加速度(m/s^2),最大减速度(m/s^2),平均减速度(m/s^2),加速度标准差,怠速时间比,加速时间比,减速时间比,匀速时间比,平均发动机转速,平均扭矩百分比,平均发动机负荷百分比
584,1,13,29,13,46,45.53846153846154,1524.9344005212265,15.63888888888889,15.098360401200262,17.32880000592303,6.3310739888520144,0.3888888888888885,0.1771052262855541,-1.6111111111111114,-0.543103448275862,0.07006912821210147,0.12871287128712872,0.12871287128712872,0.2871287128712871,0.45544554455445546,1308.4455445544554,25.08910891089109,30.504950495049506
585,1,98,76,24,80,177.33333333333334,2833.9286698382552,14.38888888888889,10.193988021000917,11.157199487552186,4.050536493500162,1.1944444444444442,0.2913832199546486,-1.9722222222222217,-0.40387426900584805,0.2145884434941497,0.08633093525179857,0.35251798561151076,0.2733812949640288,0.28776978417266186,1252.6906474820144,27.392086330935253,33.34532374100719
586,1,30,26,23,36,57.56521739130435,923.9370361402748,9.722222222222221,8.034235096871955,10.042793871089943,4.374504767038676,1.8333333333333333,0.3064814814814815,-1.9166666666666665,-0.44230769230769224,0.30407751385251586,0.2,0.2608695652173913,0.22608695652173913,0.3130434782608696,1107.4434782608696,19.565217391304348,24.269565217391303
587,1,13,15,19,15,28.789473684210527,181.79823744948595,5.083333333333333,2.9322296362820315,4.227865987197347,1.978107270476574,1.8055555555555556,0.43589743589743607,-1.361111111111111,-0.38333333333333336,0.46715285715677757,0.3064516129032258,0.20967741935483872,0.24193548387096775,0.24193548387096775,964.5,19.451612903225808,24.338709677419356
588,1,15,18,11,8,33.72727272727273,103.80173292178753,3.5,1.9961871715728372,2.5317495834582324,1.1110053723820899,2.0,0.47777777777777775,-0.9999999999999999,-0.37037037037037035,0.4491876526854928,0.21153846153846154,0.28846153846153844,0.34615384615384615,0.15384615384615385,897.5192307692307,20.923076923076923,26.46153846153846
589,1,134,102,80,89,237.1125,5162.687625510298,17.083333333333332,12.747376853111847,15.88519269387784,6.844061694491939,1.9722222222222223,0.41583747927031495,-3.222222222222222,-0.5413943355119827,0.31729557537930186,0.19753086419753085,0.3308641975308642,0.2518518518518518,0.21975308641975308,1251.4222222222222,26.308641975308642,32.07901234567901
590,1,14,19,4,20,38.0,164.8494702885214,6.805555555555555,2.8920959699740596,3.110367363934366,2.0522351134659367,3.361111111111111,0.8075396825396826,-1.9444444444444444,-0.5994152046783626,0.9166344562471131,0.07017543859649122,0.24561403508771928,0.3333333333333333,0.3508771929824561,987.8947368421053,22.75438596491228,28.36842105263158
591,1,9,5,56,3,14.053571428571429,123.98622467597373,6.777777777777778,1.6984414339174483,7.293307333880808,2.419161060769729,2.527777777777778,0.7716049382716049,-2.194444444444444,-1.3444444444444443,0.8135277901371334,0.7671232876712328,0.1232876712328767,0.0684931506849315,0.0410958904109589,864.2602739726027,21.616438356164384,27.136986301369863
592,1,8,7,11,2,15.181818181818182,97.1403659486822,7.861111111111111,3.469298783881507,5.714139173451894,3.27818353267442,2.5555555555555562,0.9861111111111113,-2.277777777777778,-1.119047619047619,0.6926365355439825,0.39285714285714285,0.2857142857142857,0.25,0.07142857142857142,1079.607142857143,26.464285714285715,32.285714285714285
593,1,105,54,38,45,160.18421052631578,3987.906650679323,19.694444444444443,16.47895310198067,19.548562013133935,8.467610823844577,1.3611111111111107,0.3679636082075107,-4.888888888888889,-0.9043209876543209,0.24586834285764408,0.15702479338842976,0.43388429752066116,0.2231404958677686,0.1859504132231405,1400.2107438016528,30.00413223140496,36.27685950413223
594,1,222,170,47,168,395.5744680851064,9381.16708677438,21.805555555555557,15.454970488919901,16.752084083525677,6.208927934432853,2.9166666666666665,0.3454704704704704,-2.472222222222222,-0.45849673202614355,0.2912082120550755,0.07742998352553541,0.3657331136738056,0.2800658978583196,0.27677100494233936,1587.4711696869851,31.548599670510708,37.66886326194399
595,1,88,79,18,52,169.88888888888889,2893.925634672256,18.166666666666668,12.210656686380826,13.214272304439525,5.695069518774624,2.9722222222222223,0.3781565656565658,-1.6944444444444429,-0.4268635724331927,0.3595886666139923,0.0759493670886076,0.37130801687763715,0.3333333333333333,0.21940928270042195,1443.3206751054852,29.90717299578059,36.08438818565401
596,1,43,23,28,2,66.07142857142857,668.4454619429707,16.583333333333332,6.962973561905945,9.830080322690746,5.912042458640244,1.7222222222222223,0.5994832041343672,-4.638888888888889,-1.1159420289855073,0.37633066419126016,0.2916666666666667,0.4479166666666667,0.23958333333333334,0.020833333333333332,1249.8541666666667,29.322916666666668,35.166666666666664
597,1,139,86,99,63,225.63636363636363,3388.904884304906,17.86111111111111,8.756860166162548,11.767030848280923,5.740782664395448,2.3333333333333335,0.385691446842526,-3.9722222222222223,-0.611434108527132,0.2925162559959336,0.2558139534883721,0.35917312661498707,0.2222222222222222,0.16279069767441862,1216.6330749354006,24.839793281653748,30.335917312661497
598,1,24,30,2,16,62.0,818.5971302210668,10.833333333333334,11.369404586403705,11.69424471744381,5.276571697543168,2.0277777777777777,0.3976310086682426,-1.7777777777777772,-0.6074074074074075,0.39512517243427314,0.027777777777777776,0.3333333333333333,0.4166666666666667,0.2222222222222222,1101.1666666666667,21.069444444444443,25.791666666666668
599,1,55,44,40,20,99.5,725.3716830831222,9.555555555555555,4.562086057126555,6.095560362043043,3.1397658797182992,2.0833333333333335,0.46616161616161605,-1.75,-0.5845959595959596,0.3575657705618963,0.25157232704402516,0.34591194968553457,0.27672955974842767,0.12578616352201258,1031.0503144654087,20.132075471698112,24.962264150943398
600,1,22,15,134,6,37.04477611940298,364.12162058770167,11.13888888888889,2.057184297105659,8.467944664830272,3.718010590714636,1.6944444444444449,0.5025252525252527,-2.1944444444444438,-0.6685185185185186,0.3956757253930803,0.7570621468926554,0.12429378531073447,0.0847457627118644,0.03389830508474576,873.6101694915254,18.52542372881356,23.74576271186441
601,1,21,12,3,10,36.333333333333336,360.1734384674917,11.666666666666666,7.829857357988949,8.376126475988178,3.6176712317718906,3.7777777777777777,0.6507936507936508,-2.8333333333333335,-1.0694444444444446,0.7431626129954073,0.06521739130434782,0.45652173913043476,0.2608695652173913,0.21739130434782608,1334.8695652173913,29.17391304347826,35.08695652173913
602,1,39,38,35,8,77.22857142857143,798.3829557372234,12.0,6.653191297810195,9.39274065573204,4.455107255147873,1.9722222222222228,0.5078347578347578,-2.361111111111111,-0.5051169590643275,0.41382930974977356,0.2916666666666667,0.325,0.31666666666666665,0.06666666666666667,1144.7166666666667,22.908333333333335,28.208333333333332
603,1,89,54,10,50,148.0,2217.5173300489205,15.166666666666666,10.92373068989616,11.48972709869907,4.32012557921734,1.861111111111111,0.39575530586766555,-1.833333333333332,-0.6424897119341565,0.2955395301240403,0.04926108374384237,0.43842364532019706,0.2660098522167488,0.24630541871921183,1369.472906403941,27.389162561576356,33.206896551724135
604,1,19,20,12,8,39.666666666666664,260.20157260415317,8.833333333333334,4.410196145833105,5.536203672428791,3.145491465264151,3.388888888888889,0.6885964912280703,-2.0833333333333335,-0.6444444444444446,0.7154188640375838,0.2033898305084746,0.3220338983050847,0.3389830508474576,0.13559322033898305,1171.8135593220338,25.847457627118644,31.576271186440678
605,1,25,22,4,10,49.5,467.5201872221122,8.444444444444445,7.664265364296922,8.202108547756355,3.1559051815505272,0.8611111111111105,0.31635265700483095,-1.6666666666666667,-0.6325757575757577,0.1718749946694415,0.06557377049180328,0.4098360655737705,0.36065573770491804,0.16393442622950818,1094.2131147540983,21.049180327868854,25.557377049180328
606,1,36,14,34,13,50.38235294117647,355.2537495829232,8.25,3.662409789514672,5.638948406078146,3.1112286667521136,0.916666666666667,0.3750000000000001,-2.0555555555555554,-0.9682539682539684,0.22304054574899831,0.35051546391752575,0.3711340206185567,0.14432989690721648,0.13402061855670103,1043.5567010309278,22.649484536082475,28.04123711340206
607,1,93,69,31,48,163.5483870967742,1688.2314823980928,14.166666666666666,7.005109885469265,8.039197535229013,4.135953029664054,1.6944444444444444,0.425925925925926,-2.1944444444444438,-0.5555555555555557,0.29762805546664856,0.12863070539419086,0.38589211618257263,0.2863070539419087,0.1991701244813278,1169.8008298755187,23.87136929460581,29.228215767634854
608,1,19,17,15,5,36.333333333333336,329.0901226096368,12.333333333333334,5.876609332314943,8.026588356332605,4.45356900093911,2.222222222222222,0.6827485380116959,-1.2777777777777772,-0.7091503267973854,0.45046324699893436,0.26785714285714285,0.3392857142857143,0.30357142857142855,0.08928571428571429,1168.017857142857,25.071428571428573,30.928571428571427
609,1,86,64,18,34,151.88888888888889,1665.4613451581322,11.722222222222221,8.244858144347189,9.051420354120284,3.6966850906429594,1.916666666666666,0.500322997416021,-3.0,-0.6453993055555556,0.34124688467232406,0.0891089108910891,0.42574257425742573,0.31683168316831684,0.16831683168316833,1249.0148514851485,25.400990099009903,30.876237623762375
610,1,75,78,21,37,154.76190476190476,1429.7926258306907,10.027777777777779,6.776268368865833,7.525224346477319,3.034756299686068,2.388888888888889,0.4281481481481483,-2.0555555555555562,-0.4177350427350426,0.42373251650285015,0.0995260663507109,0.35545023696682465,0.3696682464454976,0.17535545023696683,1165.1800947867298,20.843601895734597,25.696682464454977
611,1,14,19,5,7,34.4,200.85213476102658,6.888888888888889,4.463380772467257,5.021303369025665,2.397912678476398,2.7777777777777777,0.6130952380952382,-0.9444444444444445,-0.41520467836257313,0.6801273584659994,0.1111111111111111,0.3111111111111111,0.4222222222222222,0.15555555555555556,1192.8444444444444,22.57777777777778,27.755555555555556
612,1,24,17,95,7,41.07368421052632,198.90692108068907,4.916666666666667,1.3909574900747488,4.143894189181022,1.7278638190734659,1.8333333333333333,0.4340277777777779,-1.361111111111111,-0.5212418300653595,0.37609686122411834,0.6643356643356644,0.16783216783216784,0.11888111888111888,0.04895104895104895,827.8881118881119,17.111888111888113,21.727272727272727
613,1,79,69,4,36,157.0,1307.8746673640624,11.333333333333334,6.956780145553523,7.1080144965438175,2.8622468281442126,2.4166666666666665,0.38326300984528844,-1.3611111111111107,-0.43639291465378427,0.324284700562602,0.02127659574468085,0.42021276595744683,0.3670212765957447,0.19148936170212766,1157.7553191489362,20.98404255319149,25.829787234042552
614,1,61,64,82,54,125.65853658536585,1010.2162331164426,7.25,3.870560280139627,5.643666106795768,2.719053320124622,1.3888888888888888,0.34653916211293273,-0.8333333333333334,-0.3146701388888892,0.25684351916252146,0.31417624521072796,0.23371647509578544,0.24521072796934865,0.20689655172413793,943.1264367816092,18.130268199233715,22.842911877394634
615,1,22,26,1,14,62.0,661.9171029786851,11.38888888888889,10.506620682201351,10.676082306107824,2.522193183839561,0.916666666666666,0.3762626262626263,-1.2222222222222228,-0.40064102564102577,0.20130872189264437,0.015873015873015872,0.3492063492063492,0.4126984126984127,0.2222222222222222,1255.888888888889,22.603174603174605,28.206349206349206
616,1,68,54,64,24,122.375,1144.5622272656683,11.944444444444445,5.450296320312706,7.839467310038824,4.135641047404386,2.638888888888889,0.5396241830065358,-3.5,-0.6522633744855968,0.45857629172673764,0.3047619047619048,0.3238095238095238,0.2571428571428571,0.11428571428571428,1138.5285714285715,24.2,29.633333333333333
617,1,27,23,5,3,50.6,299.4016675028724,8.444444444444445,5.162097715566765,5.649088066091932,2.585965836278151,2.3333333333333335,0.4598765432098767,-1.1666666666666665,-0.5108695652173914,0.4517995652133392,0.08620689655172414,0.46551724137931033,0.39655172413793105,0.05172413793103448,1126.051724137931,23.586206896551722,28.982758620689655
618,1,34,26,13,13,61.0,483.751006458836,9.11111111111111,5.625011703009721,6.626726115874466,2.9434745877585216,1.9722222222222225,0.47140522875817004,-1.4444444444444442,-0.4626068376068378,0.3711821689264476,0.1511627906976744,0.3953488372093023,0.3023255813953488,0.1511627906976744,1164.9767441860465,23.96511627906977,29.313953488372093
619,1,10,9,13,4,19.307692307692307,88.34015722853955,5.694444444444445,2.453893256348321,3.84087640124085,2.2260035231184796,1.5555555555555556,0.6527777777777779,-1.0555555555555554,-0.6327160493827161,0.457490808111128,0.3611111111111111,0.2777777777777778,0.25,0.1111111111111111,969.5277777777778,20.666666666666668,25.72222222222222
620,1,53,55,35,15,108.42857142857143,648.5889366853422,8.916666666666666,4.104993270160394,5.273080786059693,2.722672173395046,3.666666666666667,0.6116352201257861,-1.6944444444444444,-0.5833333333333334,0.5179204868869167,0.22151898734177214,0.33544303797468356,0.34810126582278483,0.0949367088607595,1085.253164556962,22.632911392405063,28.10759493670886
621,1,24,35,77,10,59.12987012987013,459.7963300554072,10.333333333333334,3.1492899318863508,6.663714928339235,3.9029590165571424,1.5,0.5567129629629629,-1.3888888888888888,-0.38174603174603167,0.3828465077207013,0.5273972602739726,0.1643835616438356,0.23972602739726026,0.0684931506849315,925.2739726027397,18.232876712328768,22.89041095890411
622,1,28,29,5,23,61.6,519.5338588665302,10.88888888888889,6.1121630454885905,6.494173235831627,3.2054833586197495,2.0833333333333335,0.560515873015873,-1.5,-0.53544061302682,0.4493806714171021,0.058823529411764705,0.32941176470588235,0.3411764705882353,0.27058823529411763,1177.3882352941177,23.847058823529412,28.894117647058824
623,1,18,28,47,11,46.234042553191486,236.32173656971847,6.861111111111111,2.2723243900934467,4.145995378416114,2.4177282981183343,2.0277777777777777,0.6311728395061729,-1.5277777777777777,-0.40376984126984145,0.5184197620534421,0.4519230769230769,0.17307692307692307,0.2692307692307692,0.10576923076923077,911.0673076923077,20.567307692307693,25.98076923076923
624,1,5,7,11,4,12.363636363636363,30.384371298107652,3.611111111111111,1.1253470851150982,1.8990232061317283,1.2667264017749063,1.3055555555555556,0.711111111111111,-0.6388888888888886,-0.4523809523809524,0.3294214906749688,0.4074074074074074,0.18518518518518517,0.25925925925925924,0.14814814814814814,829.3703703703703,21.37037037037037,27.555555555555557
625,1,37,32,88,21,69.23863636363636,562.4599398744227,6.861111111111111,3.1598873026652963,6.249554887493586,2.9144280425040545,0.8055555555555557,0.36411411411411426,-2.361111111111111,-0.4123263888888889,0.18275500097500028,0.4943820224719101,0.20786516853932585,0.1797752808988764,0.11797752808988764,865.7359550561798,21.10112359550562,26.674157303370787
626,1,8,18,36,4,26.11111111111111,310.89727985107885,7.194444444444445,4.7105648462284675,10.363242661702628,3.715282315943622,0.8888888888888886,0.3472222222222221,-1.6388888888888884,-0.5046296296296294,0.24136315551364948,0.5454545454545454,0.12121212121212122,0.2727272727272727,0.06060606060606061,839.939393939394,17.333333333333332,21.863636363636363
627,1,41,45,109,20,86.18348623853211,642.0054287998175,9.13888888888889,2.9860717618596166,6.056654988677524,3.270258821356288,1.0000000000000002,0.42682926829268303,-1.0555555555555556,-0.3888888888888891,0.26443255205155675,0.5069767441860465,0.19069767441860466,0.20930232558139536,0.09302325581395349,905.3162790697675,18.795348837209303,23.53488372093023
628,1,27,24,18,17,51.94444444444444,410.8675717827891,7.416666666666667,4.777529904451036,6.042170173276311,2.799026020756903,1.6388888888888888,0.39300411522633777,-2.8333333333333335,-0.42939814814814814,0.32373913058884757,0.20930232558139536,0.313953488372093,0.27906976744186046,0.19767441860465115,1029.3953488372092,21.24418604651163,26.197674418604652
629,1,28,20,27,12,48.44444444444444,451.553466283962,9.777777777777779,5.190269727401862,7.5258911047326995,4.057853523987693,1.0555555555555556,0.4543650793650795,-2.4444444444444446,-0.6375000000000001,0.2909774818362275,0.3103448275862069,0.3218390804597701,0.22988505747126436,0.13793103448275862,1094.5747126436781,21.862068965517242,27.091954022988507
630,1,3,7,1,3,13.0,207.43181366196615,4.944444444444445,14.816558118711868,15.95629335861278,11.79072020140818,0.36111111111111077,0.25000000000000006,-2.138888888888889,-0.6547619047619048,0.0817755635771094,0.07142857142857142,0.21428571428571427,0.5,0.21428571428571427,840.7857142857143,17.928571428571427,23.0
631,1,5,3,6,0,8.0,25.446430328186505,4.333333333333333,1.817602166299036,3.180803791023313,1.702241716720493,1.4722222222222223,0.8666666666666668,-1.5277777777777777,-1.0648148148148149,0.451813902474388,0.42857142857142855,0.35714285714285715,0.21428571428571427,0.0,934.5714285714286,24.928571428571427,31.071428571428573
632,1,16,9,6,6,26.0,184.57390463548643,8.222222222222221,4.988483909067201,5.953996923725368,3.084685976649502,1.7777777777777777,0.5121527777777778,-1.9722222222222217,-0.9043209876543212,0.4193166598489164,0.16216216216216217,0.43243243243243246,0.24324324324324326,0.16216216216216217,1119.081081081081,23.756756756756758,29.18918918918919
633,1,41,30,23,20,71.8695652173913,529.7732166670402,8.777777777777779,4.64713347953544,5.821683699637804,3.070424605677929,2.4444444444444446,0.33807588075880785,-1.3055555555555556,-0.41944444444444445,0.368100099008555,0.20175438596491227,0.35964912280701755,0.2631578947368421,0.17543859649122806,1048.5263157894738,20.54385964912281,25.394736842105264
634,1,117,110,2,100,277.0,1740.9046769276767,6.583333333333333,5.291503577287771,5.3238675135402955,2.0162591955733293,2.2777777777777777,0.3801044634377968,-1.9444444444444444,-0.37979797979797986,0.3370254837538309,0.0060790273556231,0.3556231003039514,0.3343465045592705,0.303951367781155,1033.7051671732522,18.887537993920972,23.462006079027354
635,1,22,25,16,17,48.0625,662.6084979542246,8.13888888888889,8.282606224427807,10.35325778053476,4.626604060170953,1.5,0.5582070707070709,-1.6388888888888888,-0.6574206349206351,0.29944589361815427,0.2,0.275,0.3125,0.2125,1109.75,22.3375,28.1125
636,1,22,34,5,16,59.2,391.645616437269,7.944444444444445,5.08630670697752,5.439522450517625,2.246510820861525,2.694444444444445,0.484848484848485,-0.7499999999999998,-0.28921568627450994,0.5191835671222255,0.06493506493506493,0.2857142857142857,0.44155844155844154,0.2077922077922078,981.2597402597403,19.558441558441558,24.272727272727273
637,1,35,24,65,16,59.246153846153845,528.084197050268,10.055555555555555,3.772029978930486,7.0411226273369065,3.63073188675673,1.7222222222222223,0.46746031746031763,-1.833333333333334,-0.6388888888888892,0.34172542495690944,0.4642857142857143,0.25,0.17142857142857143,0.11428571428571428,966.0928571428572,19.1,23.87142857142857
638,1,25,28,50,6,53.12,394.817141748343,11.0,3.622175612370119,6.691815961836322,4.003913804520578,1.8888888888888888,0.43888888888888905,-1.4444444444444446,-0.35813492063492064,0.3791641229055901,0.45871559633027525,0.22935779816513763,0.25688073394495414,0.05504587155963303,956.743119266055,20.513761467889907,25.53211009174312
639,1,7,5,66,0,12.0,37.64788105141524,4.444444444444445,0.4826651416848108,3.13732342095127,1.1892933754763713,1.8333333333333333,0.6349206349206348,-0.9444444444444445,-0.6722222222222223,0.5385141413869008,0.8461538461538461,0.08974358974358974,0.0641025641025641,0.0,807.1410256410256,17.205128205128204,22.025641025641026
640,1,30,19,155,15,49.096774193548384,500.83230821143144,12.75,2.2869055169471757,7.825504815803616,4.080562798374389,2.611111111111111,0.4148148148148149,-1.5277777777777777,-0.6549707602339182,0.43744096211497707,0.7077625570776256,0.136986301369863,0.0867579908675799,0.0684931506849315,877.0091324200913,18.908675799086758,23.91324200913242
641,1,25,20,23,9,45.391304347826086,422.119211249861,11.38888888888889,5.482067678569623,7.817022430552981,4.268700957134568,1.5,0.4666666666666666,-2.027777777777778,-0.5527777777777778,0.30912061651652345,0.2987012987012987,0.3246753246753247,0.2597402597402597,0.11688311688311688,1077.6363636363637,21.766233766233768,26.90909090909091
642,1,30,30,44,12,60.27272727272727,492.36512014381555,9.5,4.244526897791514,6.838404446441882,3.6074790833902703,1.4722222222222219,0.4138888888888889,-0.916666666666667,-0.4083333333333333,0.3051638903933426,0.3793103448275862,0.25862068965517243,0.25862068965517243,0.10344827586206896,975.5603448275862,19.71551724137931,24.45689655172414
643,1,11,3,70,5,14.071428571428571,78.39695219393296,5.888888888888889,0.8808646313925051,4.1261553786280505,1.6145406770643511,1.4166666666666667,0.5252525252525252,-3.5555555555555554,-1.9444444444444444,0.3103287749736976,0.7865168539325843,0.12359550561797752,0.033707865168539325,0.056179775280898875,831.438202247191,17.730337078651687,22.40449438202247
644,1,44,35,109,28,79.25688073394495,906.521757133246,12.11111111111111,4.196859986727991,8.472165954516317,4.8188526864327965,1.555555555555556,0.38320707070707094,-1.888888888888889,-0.480952380952381,0.323051633326815,0.5046296296296297,0.2037037037037037,0.16203703703703703,0.12962962962962962,978.5185185185185,20.185185185185187,25.074074074074073
645,1,11,15,74,8,26.10810810810811,96.36317897561437,4.277777777777778,0.8922516571816146,2.834211146341599,1.2369705600863683,1.861111111111111,0.6439393939393941,-1.0833333333333333,-0.4314814814814815,0.5365195991550752,0.6851851851851852,0.10185185185185185,0.1388888888888889,0.07407407407407407,809.8981481481482,18.12962962962963,23.175925925925927
646,1,135,75,94,66,210.70212765957447,2880.8586454375372,17.22222222222222,7.786104447128479,10.437893642889629,5.881101193979443,2.5,0.3283950617283952,-1.9999999999999998,-0.5918518518518516,0.27460880990208986,0.25405405405405407,0.36486486486486486,0.20270270270270271,0.1783783783783784,1200.708108108108,25.035135135135135,30.721621621621622
647,1,48,26,42,33,74.78571428571429,805.3591700069627,10.722222222222221,5.405095100717871,7.526721215018343,3.973740264277354,1.9722222222222223,0.37152777777777796,-3.1944444444444438,-0.6399572649572651,0.3218321093921526,0.28187919463087246,0.3221476510067114,0.174496644295302,0.2214765100671141,1099.476510067114,22.06711409395973,27.114093959731544
648,1,143,121,84,62,264.73809523809524,5126.39451462465,13.944444444444445,12.503401255182073,15.725136547928374,6.536040754642646,2.8333333333333335,0.37975912975912984,-2.1111111111111107,-0.4733700642791551,0.3146604928482085,0.2048780487804878,0.348780487804878,0.2951219512195122,0.15121951219512195,1211.121951219512,24.529268292682925,29.978048780487804
649,1,51,47,20,24,99.2,903.8669432138644,11.444444444444445,6.3652601634779185,7.408745436179216,3.7531427937790203,1.6111111111111112,0.4302832244008717,-2.3055555555555554,-0.46985815602836883,0.2828711975616063,0.14084507042253522,0.3591549295774648,0.33098591549295775,0.16901408450704225,1175.1478873239437,23.302816901408452,28.676056338028168
650,1,2,3,12,0,5.0,12.950540867670634,3.111111111111111,0.7617965216276844,2.590108173534127,1.1942621986760458,2.9166666666666665,1.5555555555555554,-1.0833333333333335,-0.6296296296296295,1.3611111111111112,0.7058823529411765,0.11764705882352941,0.17647058823529413,0.0,910.8823529411765,20.823529411764707,26.58823529411765
651,1,10,6,8,13,17.625,100.5110767251626,4.638888888888889,2.7165155871665565,3.4658991974194,1.6897302103803735,1.2222222222222219,0.5194444444444443,-2.7222222222222223,-0.8333333333333334,0.35443617196894556,0.21621621621621623,0.2702702702702703,0.16216216216216217,0.35135135135135137,1022.7567567567568,23.91891891891892,29.43243243243243
652,1,16,17,16,10,33.625,294.5575301627251,9.694444444444445,4.992500511232628,6.850175120063374,3.802472465980224,2.361111111111111,0.6336805555555555,-1.6111111111111114,-0.5751633986928104,0.4961482378091984,0.2711864406779661,0.2711864406779661,0.288135593220339,0.1694915254237288,1138.1186440677966,24.135593220338983,29.28813559322034
653,1,14,5,19,2,19.105263157894736,94.77967384366956,6.0,2.369491846091739,4.513317802079503,2.3022743090022106,1.1388888888888888,0.42857142857142855,-1.8055555555555556,-1.1888888888888889,0.2653394314032402,0.475,0.35,0.125,0.05,960.5,18.025,22.5
654,1,19,10,46,13,29.282608695652176,605.1310667297163,10.13888888888889,6.8764893946558665,14.40788254118372,5.378827992906667,2.2222222222222223,0.5584795321637428,-1.9722222222222228,-1.0916666666666666,0.46906363121316136,0.5227272727272727,0.2159090909090909,0.11363636363636363,0.14772727272727273,946.3977272727273,17.954545454545453,22.477272727272727
655,1,13,8,15,6,21.4,81.50515885063115,4.805555555555555,1.9405990202531225,3.018709587060413,1.6126361156293731,1.4722222222222223,0.47008547008547014,-1.7222222222222223,-0.7361111111111112,0.3668125743205512,0.35714285714285715,0.30952380952380953,0.19047619047619047,0.14285714285714285,911.047619047619,18.452380952380953,23.071428571428573
656,1,30,20,107,12,50.11214953271028,330.56026423709267,6.972222222222222,1.9559778948940394,5.331617165114398,2.6171875955888817,2.1666666666666665,0.3712962962962966,-1.75,-0.5666666666666668,0.4222760280855966,0.6331360946745562,0.17751479289940827,0.11834319526627218,0.07100591715976332,880.7633136094674,17.83431952662722,22.467455621301774
657,1,32,39,12,21,72.75,451.26885141089997,8.222222222222221,4.3391235712586536,4.905096210988043,2.634484061678794,2.1666666666666665,0.4600694444444444,-1.4722222222222225,-0.35541310541310545,0.39552482495132685,0.11538461538461539,0.3076923076923077,0.375,0.20192307692307693,985.2211538461538,20.73076923076923,25.75
658,1,10,7,12,3,17.25,64.00232558541944,4.555555555555555,2.0000726745443576,3.200116279270972,1.6325939582854208,1.0,0.48611111111111116,-1.3333333333333335,-0.7142857142857143,0.31774912458233384,0.375,0.3125,0.21875,0.09375,943.9375,20.9375,26.28125
659,1,1,2,6,1,3.1666666666666665,10.752413413268872,3.0,1.0752413413268873,2.688103353317218,1.220847786603861,2.9166666666666665,2.9166666666666665,-1.0555555555555556,-1.027777777777778,0.0,0.6,0.1,0.2,0.1,897.2,22.3,28.7
660,1,11,11,21,5,22.238095238095237,94.40056461885659,4.138888888888889,1.9666784295595123,3.4963172081057996,1.5574012570547775,0.9722222222222224,0.5176767676767677,-1.3888888888888888,-0.5075757575757575,0.2518931482734849,0.4375,0.22916666666666666,0.22916666666666666,0.10416666666666667,906.7708333333334,22.208333333333332,27.8125
661,1,19,14,74,4,33.054054054054056,178.62561275935306,5.416666666666667,1.6092397545887662,4.827719263766299,1.9078784593862559,1.8055555555555556,0.4883040935672516,-1.5833333333333333,-0.5634920634920635,0.44883755256521196,0.6666666666666666,0.17117117117117117,0.12612612612612611,0.036036036036036036,831.0540540540541,22.423423423423422,28.37837837837838
662,1,22,12,4,7,35.75,226.9175876163908,8.805555555555555,5.042613058142018,5.534575307716849,2.5305303880366634,2.694444444444445,0.5404040404040406,-3.0277777777777777,-0.8842592592592592,0.5454720816485238,0.08888888888888889,0.4888888888888889,0.26666666666666666,0.15555555555555556,1068.6666666666667,19.488888888888887,24.11111111111111
663,1,40,28,4,15,71.75,531.8206972776136,9.777777777777779,6.112881577903605,6.407478280453176,2.9045556025504555,2.611111111111111,0.4888888888888891,-2.2777777777777777,-0.6696428571428571,0.41554478595670347,0.04597701149425287,0.45977011494252873,0.3218390804597701,0.1724137931034483,1225.6091954022988,24.229885057471265,29.724137931034484
664,1,24,20,52,4,44.07692307692308,324.7142925454281,9.13888888888889,3.2471429254542814,6.7648810946964195,3.545913672586841,2.5,0.5150462962962964,-1.7500000000000002,-0.6180555555555556,0.5528277456633046,0.52,0.24,0.2,0.04,1012.51,20.53,25.73
665,1,25,21,7,13,47.857142857142854,628.7805849756647,9.36111111111111,9.526978560237344,10.657298050434996,4.540539778907132,2.6666666666666665,0.4811111111111112,-2.1666666666666665,-0.5859788359788359,0.5814371297074767,0.10606060606060606,0.3787878787878788,0.3181818181818182,0.19696969696969696,1167.560606060606,22.015151515151516,26.924242424242426
666,1,45,35,8,26,83.25,467.2371682061456,6.833333333333333,4.098571650931102,4.407897813265524,1.8938165464375485,2.4166666666666665,0.4777777777777778,-2.027777777777778,-0.5357142857142858,0.4750135367358539,0.07017543859649122,0.39473684210526316,0.30701754385964913,0.22807017543859648,1075.9473684210527,20.55263157894737,25.45614035087719
667,1,22,21,4,5,44.25,350.89178123735394,11.5,6.747918869949114,7.310245442444874,3.125824526314807,2.7499999999999996,0.556818181818182,-1.4722222222222219,-0.5171957671957674,0.606819022517566,0.07692307692307693,0.4230769230769231,0.40384615384615385,0.09615384615384616,1222.8076923076924,23.326923076923077,28.442307692307693
668,1,11,7,8,3,18.375,55.58610033828395,3.3333333333333335,1.916762080630481,2.6469571589659022,1.205589612035945,2.2222222222222223,0.47474747474747486,-1.5277777777777775,-0.5476190476190476,0.5716671998719605,0.27586206896551724,0.3793103448275862,0.2413793103448276,0.10344827586206896,921.6896551724138,19.82758620689655,25.0
