age,workClass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,salary
36,3,37019,11,9,5,0,0,1,1,0,0,50,3,0
37,2,148015,4,13,4,6,1,2,0,15024,0,40,3,1
43,2,122975,11,9,4,4,1,2,0,0,0,21,31,0
52,6,349795,4,13,4,3,3,1,1,0,0,40,3,0
48,2,229846,3,11,1,5,0,1,0,0,0,40,3,0
43,2,108945,2,10,1,6,2,1,0,0,0,38,3,0
22,2,237498,11,9,5,5,4,1,1,0,0,40,3,0
57,2,188872,6,3,1,2,2,1,1,6497,0,40,3,0
37,2,324019,8,12,5,10,0,1,0,0,0,40,3,0
39,2,82488,2,10,1,7,2,4,0,0,0,38,3,0
54,2,206964,2,10,4,7,3,1,1,0,0,40,3,1
27,2,37088,8,12,5,5,0,1,1,0,0,40,3,0
21,2,152540,11,9,5,10,0,1,0,0,0,35,3,0
65,2,143554,2,10,3,10,0,1,0,0,0,38,3,0
30,2,126242,2,10,4,5,1,1,0,0,0,40,3,0
22,2,127185,15,5,5,4,0,1,0,0,0,40,3,0
26,2,164018,4,13,4,7,3,1,1,4064,0,50,3,0
25,2,210184,5,7,3,13,4,1,1,0,0,40,3,0
35,2,117528,3,11,4,13,1,1,0,0,0,40,3,1
47,2,124973,3,11,4,9,3,1,1,15024,0,50,3,1
23,2,182117,8,12,5,5,4,1,1,0,0,60,3,0
42,2,220049,11,9,4,7,3,2,1,0,0,40,3,1
39,0,247975,2,10,5,13,0,4,1,0,0,30,3,0
55,2,50164,10,16,4,9,3,1,1,0,0,60,3,1
24,6,123160,9,14,2,6,0,4,0,0,0,10,23,0
46,3,219962,4,13,4,4,3,1,1,7298,0,40,23,1
53,2,79324,11,9,4,13,3,1,1,0,0,40,3,1
44,2,129100,5,7,3,5,2,2,0,0,0,60,3,0
40,2,210275,11,9,3,2,2,2,0,0,0,40,3,0
48,2,189462,2,10,4,13,3,1,1,7688,0,40,3,1
26,2,171114,3,11,3,10,2,1,0,0,0,35,3,0
22,2,201799,11,9,5,7,4,1,0,0,0,40,3,0
35,2,200426,11,9,4,7,1,1,0,0,0,12,3,0
20,2,24395,2,10,5,7,2,1,0,0,0,20,3,0
43,2,191149,11,9,1,9,0,1,0,0,0,40,3,0
37,5,34173,11,9,4,5,1,1,0,0,0,25,3,0
30,2,350979,11,9,4,13,3,4,1,0,0,40,30,0
41,2,147314,11,9,4,7,3,3,1,0,0,50,3,0
38,2,136081,14,15,4,6,3,1,1,0,0,60,3,1
77,2,232894,15,5,4,6,3,2,1,0,0,40,3,0
42,0,373403,11,9,4,0,3,1,1,0,0,50,3,0
20,2,120601,11,9,5,2,4,2,1,0,0,40,3,0
36,2,130926,4,13,1,10,0,1,0,3674,0,40,3,0
32,1,72338,3,11,5,6,5,4,1,0,0,40,3,0
27,2,129624,4,13,4,9,3,1,1,0,0,40,3,1
25,6,328697,2,10,1,3,5,1,1,0,0,45,3,0
40,2,191196,9,14,5,9,0,1,1,0,0,40,3,0
18,2,191117,5,7,5,9,4,1,1,0,0,25,3,0
49,2,110243,4,13,4,9,3,1,1,0,0,45,3,1
17,2,181580,5,7,5,5,4,1,0,0,0,16,3,0
29,2,89030,11,9,5,7,2,1,0,0,0,40,3,0
47,2,345493,14,15,4,6,3,4,1,99999,0,55,27,1
24,0,277700,2,10,3,1,4,1,1,0,0,45,3,0
58,0,198478,1,4,4,1,3,1,1,0,0,24,3,0
29,2,250679,11,9,5,13,0,1,1,0,0,40,3,0
45,2,168837,2,10,4,10,1,1,0,0,0,24,20,1
30,2,142675,7,8,4,13,3,1,1,0,0,50,3,0
19,2,299050,2,10,5,10,4,1,1,0,0,20,3,0
59,2,107833,0,6,4,2,3,1,1,0,1485,40,3,1
47,2,121958,1,4,2,5,2,1,0,0,0,30,3,0
41,2,282948,2,10,4,8,3,2,1,3137,0,40,3,0
28,2,176683,8,12,5,6,4,1,1,0,0,40,26,0
46,2,34377,8,12,4,13,3,1,1,0,0,40,3,1
40,0,209833,2,10,4,13,3,1,1,0,0,60,3,0
66,6,41506,0,6,1,5,0,2,0,0,0,40,3,0
30,5,125159,4,13,5,6,0,2,1,14084,0,45,3,1
44,0,147206,2,10,5,13,4,1,1,0,0,12,3,0
58,0,93664,11,9,4,9,3,1,1,15024,0,60,3,1
21,2,315065,1,4,5,5,5,1,1,0,0,48,34,0
59,2,381851,15,5,6,5,2,2,0,0,0,40,3,0
35,5,185769,2,10,4,5,3,1,1,0,0,40,3,0
45,2,186272,15,5,4,10,3,2,1,5178,0,40,3,1
30,2,312667,11,9,4,2,3,1,1,0,0,40,3,0
33,2,343925,11,9,5,1,0,2,1,0,0,40,0,0
26,2,195994,2,10,5,7,0,1,0,0,0,15,3,0
48,2,398843,2,10,3,7,2,2,0,0,0,35,3,0
31,2,73514,11,9,5,7,4,4,0,0,0,40,3,0
36,2,288049,11,9,4,9,3,1,1,0,0,45,3,0
48,2,54759,11,9,1,6,2,1,0,0,0,38,3,0
30,2,155343,11,9,4,13,3,1,1,5013,0,40,3,0
33,2,401104,11,9,4,1,3,1,1,0,0,50,3,1
19,2,124884,15,5,5,1,0,1,0,0,0,25,3,0
37,5,287306,8,12,4,6,1,2,0,99999,0,40,3,1
53,2,113995,4,13,4,9,3,1,1,0,0,45,3,1
18,2,146378,2,10,5,5,4,1,0,0,0,40,3,0
38,2,111499,2,10,4,2,3,1,1,7298,0,50,3,1
34,2,34374,2,10,5,5,0,1,1,0,0,50,3,0
45,2,162187,4,13,4,7,3,1,1,0,0,52,3,1
33,5,147654,3,11,4,6,3,1,1,0,0,60,3,0
35,2,182467,3,11,4,13,1,1,0,0,0,44,3,0
22,2,183970,11,9,5,1,4,2,1,0,0,40,3,0
35,2,332588,11,9,1,5,2,1,0,0,0,30,3,0
45,2,26781,11,9,4,6,3,3,1,0,0,8,3,0
17,2,48610,5,7,5,0,4,1,1,0,0,45,3,0
50,2,162632,11,9,4,9,3,1,1,0,0,45,3,0
38,5,91711,4,13,4,6,3,1,1,0,0,50,3,1
33,2,198003,2,10,4,13,3,1,1,7298,0,50,3,1
46,2,179048,11,9,4,7,3,1,1,0,0,35,3,0
25,2,262778,4,13,5,7,0,1,0,6849,0,50,3,0
64,2,102470,11,9,4,13,3,1,1,0,0,40,3,0
62,0,123170,2,10,4,9,3,1,1,0,0,10,3,0
32,2,164243,11,9,4,8,3,1,1,0,0,60,3,1
17,2,262511,5,7,5,7,4,1,1,0,0,20,3,0
61,2,51170,11,9,4,13,3,1,1,0,0,55,3,0
40,6,91949,10,16,5,6,0,2,0,0,0,40,3,0
21,2,123727,11,9,5,9,5,1,0,0,0,40,3,0
39,2,173175,4,13,4,9,3,1,1,15024,0,50,3,1
35,0,120301,2,10,4,9,3,1,1,0,0,45,3,0
29,2,250967,3,11,4,6,3,1,1,0,0,40,3,0
27,1,285432,8,12,5,2,0,2,1,0,0,40,3,0
20,2,36235,8,12,5,10,0,1,0,0,0,40,3,0
34,2,317219,2,10,4,10,1,1,0,0,0,20,3,1
51,5,110965,9,14,5,6,4,1,1,0,0,40,3,0
45,2,123283,11,9,3,4,2,2,0,0,0,15,3,0
20,2,249087,2,10,5,4,4,1,0,0,0,40,3,0
31,2,152940,2,10,4,13,3,1,1,0,0,40,3,0
29,2,376680,11,9,5,8,4,2,1,0,0,40,3,0
56,2,231232,4,13,4,10,3,1,1,0,0,30,20,0
55,0,168625,2,10,1,8,0,1,0,0,0,12,3,1
26,2,33939,2,10,5,8,4,1,1,0,0,20,3,0
46,2,155659,2,10,4,13,3,1,1,15024,0,45,3,1
32,5,190228,11,9,4,5,3,1,1,0,0,40,3,0
28,2,216178,11,9,4,7,3,1,1,0,0,40,3,0
27,2,587310,1,4,5,5,5,1,1,0,0,35,7,0
23,2,155919,15,5,2,13,0,1,1,0,0,40,34,0
59,2,227386,0,6,4,13,3,1,1,0,0,40,3,0
26,2,138152,7,8,5,13,5,0,1,0,0,48,7,0
36,2,167482,0,6,5,1,0,1,1,0,0,40,3,0
18,2,57957,11,9,5,7,4,1,0,0,0,15,3,0
33,2,157747,15,5,1,1,0,1,1,0,0,70,3,0
60,0,88570,3,11,4,2,1,1,0,0,0,15,35,1
40,2,273308,11,9,1,4,2,1,0,0,0,48,34,0
48,2,216292,11,9,4,0,3,1,1,0,0,43,3,0
27,0,131298,0,6,4,13,3,1,1,0,0,48,3,0
19,2,386378,2,10,5,5,4,1,1,0,0,20,3,0
38,2,179668,4,13,4,6,3,1,1,0,0,50,3,1
26,2,210812,2,10,1,13,0,1,1,0,0,43,3,0
45,1,311671,3,11,4,3,3,1,1,3908,0,40,3,0
20,2,215247,2,10,5,10,4,1,0,0,0,20,3,0
32,1,125856,11,9,1,13,2,1,1,0,0,40,3,0
22,2,74631,2,10,5,1,4,1,0,0,0,13,3,0
22,2,24008,11,9,5,10,0,1,1,0,0,40,3,0
38,6,354591,11,9,5,5,2,2,0,114,0,38,3,0
34,2,155343,11,9,4,13,3,1,1,0,1848,50,3,1
46,2,308334,13,2,6,5,2,0,0,0,0,30,34,0
39,2,245361,4,13,1,9,0,1,0,0,0,25,3,0
79,0,158319,11,9,6,5,0,1,0,0,0,24,3,0
60,0,204486,4,13,4,5,3,1,1,0,0,8,3,1
24,2,314823,11,9,5,7,4,1,1,0,0,40,2,0
31,2,211334,2,10,4,13,3,1,1,2407,0,65,3,0
37,0,73199,4,13,4,7,3,4,1,3137,0,77,24,0
23,2,126550,11,9,5,13,5,1,1,0,0,40,3,0
31,2,260782,2,10,4,2,3,1,1,0,1579,45,12,0
29,2,114224,4,13,4,6,3,1,1,0,0,40,3,1
22,6,64292,4,13,5,6,4,1,0,0,0,43,3,0
69,6,628797,2,10,6,6,0,1,0,0,0,20,3,0
55,5,219775,11,9,1,5,2,1,0,0,0,38,3,0
43,2,212894,11,9,1,13,5,1,1,0,0,40,3,0
23,2,260019,1,4,5,0,2,0,1,0,0,36,34,0
29,2,228075,11,9,5,10,2,1,1,0,0,35,34,0
22,2,239806,3,11,5,5,5,1,0,0,0,40,34,0
22,2,324637,2,10,5,7,0,1,1,0,0,42,3,0
25,2,163620,11,9,4,9,3,1,1,7298,0,84,3,1
29,2,194200,2,10,5,4,4,1,1,0,0,45,3,0
25,6,129200,2,10,5,2,0,2,1,0,0,40,3,0
33,1,207172,11,9,5,9,0,1,0,0,0,40,3,0
33,2,135312,4,13,5,6,0,1,1,0,0,40,3,1
31,2,100734,10,16,5,6,0,1,0,0,0,28,3,0
30,5,226443,9,14,4,6,3,1,1,0,1887,45,3,1
55,2,110871,4,13,4,7,3,1,1,0,0,40,3,0
36,2,192704,7,8,5,9,0,1,1,4650,0,50,3,0
47,2,224108,11,9,6,9,2,1,0,0,0,40,3,0
28,2,78870,4,13,5,7,0,1,1,8614,0,40,3,1
42,2,107762,9,14,4,6,3,1,1,0,0,40,3,1
51,2,183611,8,12,1,9,2,1,1,0,0,55,35,0
62,5,249078,4,13,1,6,0,2,0,0,0,40,3,0
65,3,208452,2,10,4,7,3,1,1,0,0,35,3,1
23,2,302195,4,13,4,6,3,1,1,0,0,40,3,0
60,2,199947,11,9,4,6,3,1,1,0,0,32,3,0
47,2,379118,1,4,4,13,3,2,1,0,0,60,3,1
50,3,174855,11,9,1,9,2,1,0,0,0,40,3,0
70,3,173736,4,13,4,9,3,1,1,0,0,6,3,0
32,0,39369,4,13,4,13,3,1,1,0,0,40,3,0
37,1,196348,2,10,4,4,3,1,1,0,0,40,3,0
31,2,340917,11,9,5,13,2,1,1,14344,0,40,3,1
76,2,97077,0,6,6,7,2,2,0,0,0,12,3,0
54,2,200098,4,13,1,7,0,2,0,0,0,60,3,0
32,1,127651,4,13,4,6,3,1,1,0,0,40,3,1
31,2,315128,2,10,5,10,0,1,0,0,0,52,3,0
31,1,206823,4,13,1,3,0,1,1,0,0,50,3,1
65,0,316093,14,15,1,6,0,1,1,0,1668,40,3,0
30,2,112115,11,9,4,4,3,1,1,0,0,60,9,1
63,2,203821,11,9,4,4,3,1,1,0,0,40,3,0
21,2,250051,2,10,5,6,4,1,0,0,0,10,3,0
40,1,298635,9,14,4,8,3,4,1,0,1902,40,22,1
26,6,109193,2,10,5,13,0,1,0,0,0,40,3,0
18,2,130849,5,7,5,5,4,1,0,0,0,8,3,0
34,5,43959,11,9,4,5,3,1,1,0,0,50,3,0
66,5,222810,2,10,1,5,5,1,0,7896,0,40,3,1
44,0,27242,2,10,5,0,4,1,1,0,0,60,3,0
30,2,53158,8,12,5,8,0,1,0,0,0,40,3,0
36,0,206520,4,13,5,13,4,1,1,0,0,40,3,0
31,2,164190,2,10,4,6,3,1,1,0,0,50,3,1
22,2,287988,2,10,5,7,0,1,1,0,0,20,3,0
28,2,200819,1,4,1,7,4,1,1,0,0,84,3,0
23,2,83891,11,9,5,7,4,4,1,0,0,40,3,0
49,2,65087,9,14,4,9,3,1,1,15024,0,50,3,1
39,0,363418,4,13,3,13,4,1,1,0,0,35,3,0
67,0,182378,4,13,4,13,3,1,1,9386,0,60,3,1
19,2,278870,2,10,5,1,4,1,1,0,0,16,3,0
30,2,174789,8,12,4,9,3,1,1,0,1848,50,3,1
25,2,228608,2,10,5,13,5,4,0,0,0,40,18,0
24,2,184400,11,9,5,2,4,4,1,0,0,30,18,0
46,2,263568,11,9,4,4,3,1,1,0,0,40,3,0
37,2,117381,9,14,4,6,3,1,1,0,0,45,3,0
41,1,83411,11,9,4,5,3,1,1,0,0,40,3,0
40,0,49156,2,10,4,6,3,1,1,0,0,20,3,0
44,2,421449,11,9,1,10,2,1,0,0,0,40,3,0
32,2,238944,11,9,4,4,3,1,1,0,0,40,3,0
58,2,188982,11,9,4,1,3,2,1,0,0,20,3,1
48,2,175925,11,9,4,4,3,1,1,0,0,48,3,0
34,2,164190,4,13,4,9,3,1,1,0,0,40,3,0
29,2,232914,3,11,5,10,4,2,0,0,0,40,3,0
46,3,120121,4,13,4,7,3,1,1,0,0,50,3,1
36,5,180805,11,9,5,2,0,4,1,0,0,40,3,0
59,5,161944,4,13,5,10,0,1,1,0,0,38,3,0
29,2,319149,7,8,4,2,3,1,1,0,0,40,34,0
50,2,22428,9,14,5,2,0,1,1,0,0,40,3,0
25,2,290528,11,9,4,4,3,1,1,0,0,40,3,0
27,2,123984,8,12,5,5,0,4,0,0,0,35,22,0
48,2,34186,11,9,4,0,3,1,1,0,0,70,3,0
51,1,282680,10,16,5,6,0,1,0,0,1564,70,3,1
36,2,183892,11,9,1,2,0,1,1,8614,0,45,3,1
42,5,195124,5,7,1,7,2,1,1,7430,0,50,15,1
49,6,55938,4,13,4,10,3,1,1,0,0,40,3,1
33,2,209900,2,10,5,8,4,1,1,0,0,20,3,0
40,2,179717,4,13,1,7,0,1,1,0,1564,60,3,1
26,2,150361,4,13,5,6,0,1,0,0,0,40,3,0
69,2,164102,11,9,1,6,0,1,0,0,0,40,3,1
59,2,252714,11,9,4,4,3,1,1,0,0,30,19,0
30,2,205204,11,9,5,10,4,1,0,0,0,40,3,0
31,5,168906,8,12,4,10,1,1,0,0,0,35,3,0
30,2,112115,4,13,4,9,3,1,1,0,0,50,3,1
27,2,116531,4,13,5,9,0,1,0,0,0,40,3,0
20,2,202994,2,10,5,9,4,1,0,0,0,16,3,0
56,2,191917,8,12,1,10,2,1,0,4101,0,40,3,0
24,2,341294,11,9,4,4,3,1,1,0,0,40,3,0
47,2,216734,4,13,1,7,2,1,0,0,0,50,3,0
51,2,182187,4,13,5,6,0,2,1,0,0,35,3,0
34,2,424988,11,9,4,13,3,1,1,0,0,45,3,0
47,2,379118,11,9,1,5,2,2,1,0,0,9,3,0
47,2,168232,2,10,4,10,3,1,1,0,0,44,3,1
20,2,147171,2,10,5,10,2,4,0,0,0,40,24,0
34,3,207668,11,9,4,13,3,1,1,0,0,54,24,1
31,2,193650,5,7,1,5,0,1,0,0,0,40,3,0
42,2,200187,3,11,1,5,2,1,0,0,0,32,3,0
52,2,188644,6,3,2,13,5,1,1,0,0,40,34,0
56,2,398067,11,9,6,10,0,1,0,0,0,40,3,0
53,2,29658,11,9,4,13,3,1,1,0,0,40,3,1
26,2,154966,2,10,4,7,3,1,1,0,0,50,3,1
81,2,364099,2,10,1,10,0,1,0,0,0,20,3,0
28,2,291374,0,6,5,10,2,2,0,0,0,40,3,0
57,1,97837,2,10,1,6,0,1,1,0,0,48,3,1
34,2,117983,11,9,5,10,0,1,0,0,0,40,3,0
31,2,345497,0,6,4,10,3,1,1,0,0,40,3,0
24,2,64167,3,11,5,8,2,2,0,0,0,40,3,0
20,2,315877,11,9,5,5,2,1,1,0,2001,40,3,0
68,1,232151,2,10,1,10,5,2,0,2346,0,40,3,0
60,2,225526,11,9,3,7,0,1,0,0,0,32,3,0
37,1,289653,2,10,4,13,3,1,1,0,0,40,3,0
25,2,179462,1,4,5,1,2,1,1,0,0,40,3,0
36,1,67317,11,9,4,10,3,1,1,0,0,40,3,0
45,2,77764,8,12,4,13,3,1,1,0,0,40,3,0
34,2,253438,2,10,4,9,3,1,1,0,0,60,3,1
31,2,150309,4,13,3,9,0,1,0,0,0,70,3,0
47,0,83064,4,13,4,0,3,1,1,0,0,60,3,0
60,0,376973,11,9,4,13,3,1,1,0,0,42,3,1
75,2,311184,4,13,4,9,3,1,1,0,0,24,3,0
43,5,159449,2,10,4,3,3,1,1,0,0,40,3,0
18,2,168288,11,9,5,1,4,1,1,0,0,40,3,0
25,2,74883,4,13,5,8,0,4,0,0,1092,40,22,0
20,2,275190,11,9,5,10,4,1,0,0,0,40,3,0
32,2,189838,11,9,5,7,0,1,0,0,0,50,3,0
57,3,101338,4,13,4,9,3,1,1,0,0,20,3,0
43,2,331894,2,10,4,2,3,1,1,0,0,60,3,1
18,0,40293,11,9,5,0,5,1,1,0,0,40,3,0
41,5,88904,4,13,3,6,2,2,0,0,0,40,3,0
48,2,145041,11,9,5,4,5,1,1,0,0,40,2,0
35,2,46385,11,9,4,2,3,1,1,5178,0,90,3,1
41,6,363591,3,11,4,9,3,1,1,0,0,40,3,0
23,2,183327,11,9,5,13,4,2,0,0,1594,20,3,0
32,6,182556,4,13,4,3,3,1,1,0,1887,45,3,1
33,2,267859,11,9,5,13,4,1,1,0,0,40,12,0
58,2,190747,11,9,4,4,3,1,1,0,0,40,3,0
22,2,162869,2,10,5,7,5,1,1,0,0,65,3,0
33,2,141229,2,10,1,5,0,1,0,0,0,50,3,0
42,0,174216,14,15,4,6,3,1,1,0,0,38,3,1
25,2,366416,11,9,5,10,4,1,0,0,0,40,3,0
39,2,172538,11,9,4,6,3,1,1,0,0,50,3,1
35,2,193026,4,13,4,7,3,1,1,0,0,45,3,1
50,2,184424,2,10,4,10,1,1,0,0,1902,38,3,1
49,5,337768,9,14,4,9,3,1,1,0,0,50,3,1
25,5,179059,4,13,5,6,4,1,1,0,0,40,3,0
47,1,99549,2,10,1,10,2,2,0,0,0,40,3,0
46,2,72619,2,10,4,9,1,1,0,0,0,40,3,1
42,6,55764,8,12,1,6,0,2,1,0,0,40,3,0
37,2,30267,5,7,5,2,0,1,1,0,0,60,3,1
25,2,308144,4,13,5,13,0,1,1,0,0,40,34,0
29,2,206351,0,6,4,13,3,1,1,5013,0,40,3,0
26,2,282304,2,10,5,7,0,1,1,0,0,45,3,0
26,2,176077,2,10,5,7,2,1,0,0,0,40,3,0
45,3,142719,4,13,4,9,3,1,1,0,0,40,3,1
34,2,114973,11,9,3,9,2,1,0,0,0,30,3,0
33,1,159548,8,12,5,10,2,2,0,0,0,40,3,0
43,2,91209,4,13,4,9,3,1,1,0,0,40,3,1
28,2,196564,11,9,4,13,3,1,1,0,0,45,3,0
51,0,149220,2,10,4,0,3,1,1,0,0,75,3,0
21,2,169699,2,10,5,5,0,1,0,0,0,35,3,0
23,2,218215,8,12,5,5,4,1,0,0,0,35,3,0
30,2,156718,11,9,5,8,0,1,0,0,0,40,3,0
46,2,55720,9,14,4,9,3,1,1,0,0,45,3,1
38,3,257250,11,9,5,0,0,1,1,0,0,50,3,0
20,2,194630,11,9,5,7,0,1,1,0,0,40,3,0
36,2,398931,4,13,4,6,3,1,1,0,1485,50,3,1
37,0,362062,14,15,4,6,3,1,1,99999,0,50,3,1
44,5,101593,9,14,5,6,0,1,1,0,1876,42,3,0
33,2,196266,11,9,4,13,3,1,1,0,0,40,3,1
45,5,197332,4,13,5,9,0,1,1,0,0,40,3,0
47,2,97842,2,10,4,13,3,1,1,0,0,40,3,0
54,2,86837,11,9,4,13,3,4,1,0,1902,40,3,1
17,2,57324,0,6,5,5,4,1,1,0,0,30,3,0
43,2,116852,11,9,4,9,1,1,0,0,0,36,4,1
45,2,154430,4,13,6,6,0,1,0,10520,0,50,3,1
37,2,38468,2,10,5,10,0,1,0,0,0,40,3,0
44,5,188808,3,11,4,13,3,1,1,0,0,40,3,1
55,5,177163,9,14,6,6,2,1,0,914,0,50,3,0
41,2,187322,11,9,4,4,3,1,1,0,0,48,3,0
23,2,107578,4,13,5,10,4,1,0,2174,0,40,3,0
38,2,168680,2,10,5,10,4,2,0,0,0,40,3,0
23,2,256755,4,13,5,1,5,1,0,0,0,40,17,0
35,2,360799,11,9,4,13,3,1,1,7298,0,40,3,1
18,2,188476,5,7,5,9,4,1,1,0,0,20,3,0
47,2,30457,3,11,4,5,3,1,1,0,0,40,3,0
25,2,252752,2,10,5,6,0,1,0,0,0,8,3,0
41,0,443508,11,9,4,9,3,1,1,0,0,50,3,0
23,2,244408,2,10,5,10,5,4,0,0,0,24,24,0
41,2,178983,11,9,4,10,1,1,0,0,0,40,3,0
26,2,143068,2,10,4,9,3,1,1,2407,0,50,3,0
30,5,247328,2,10,5,10,0,1,1,0,0,40,3,0
42,2,201732,2,10,4,7,3,1,1,0,0,40,3,1
35,2,246829,11,9,1,9,2,1,0,0,0,40,3,0
28,2,290267,4,13,5,9,0,1,1,0,0,18,3,0
29,2,119170,2,10,3,8,2,1,0,0,0,40,3,0
21,2,207923,2,10,2,10,4,1,0,0,0,15,3,0
48,6,170142,9,14,1,6,0,1,1,0,0,40,3,1
44,0,187164,11,9,1,2,2,1,1,0,0,60,3,0
34,5,303867,15,5,5,5,4,1,1,0,0,40,3,0
19,2,291429,11,9,5,5,4,1,0,0,0,25,3,0
32,2,213179,2,10,1,13,4,1,1,0,0,40,3,1
31,6,111843,8,12,3,5,2,2,0,0,0,40,3,0
25,2,297154,11,9,4,1,3,1,1,2407,0,40,3,0
47,1,68493,11,9,4,10,3,2,1,0,0,40,3,1
46,1,340718,5,7,6,10,0,1,0,0,0,40,3,0
18,2,194059,7,8,5,10,4,1,1,0,0,40,3,0
31,2,47296,2,10,4,10,1,1,0,0,1740,20,3,0
28,6,286310,11,9,4,10,4,1,0,0,0,40,3,0
38,2,207202,11,9,4,4,3,1,1,0,0,48,3,1
33,3,132601,11,9,4,13,3,1,1,0,0,40,3,1
17,3,139183,0,6,5,13,4,1,0,0,0,15,3,0
41,2,160785,3,11,4,9,3,1,1,0,0,40,3,1
46,2,117849,2,10,4,7,3,1,1,15024,0,40,3,1
38,5,225605,2,10,4,6,3,1,1,0,0,44,3,0
24,2,190290,4,13,5,7,0,1,1,0,0,60,3,0
49,2,164799,11,9,4,4,3,1,1,0,0,40,3,1
60,1,21876,2,10,1,6,0,3,0,0,0,40,3,0
44,2,160785,4,13,4,7,3,1,1,0,0,60,3,1
63,3,272425,3,11,4,9,3,1,1,0,0,40,3,1
40,2,168538,11,9,4,7,3,1,1,0,0,60,3,1
45,3,204205,2,10,4,9,3,1,1,0,0,50,3,1
49,2,142287,2,10,4,10,3,1,1,0,1902,50,3,1
36,2,169926,11,9,1,7,0,1,0,0,0,40,3,0
65,5,205024,11,9,4,5,3,1,1,0,0,8,3,0
41,2,374764,4,13,6,9,2,1,1,0,0,20,3,0
25,2,108779,9,14,3,5,4,1,0,0,0,40,3,0
20,2,293136,2,10,5,5,4,1,0,0,0,35,3,0
60,2,227332,3,11,6,10,0,1,1,0,0,40,3,0
17,5,246308,5,7,5,6,4,1,0,0,0,20,15,0
28,2,51331,8,12,4,9,1,1,0,0,0,16,3,1
31,2,153078,8,12,5,13,4,0,1,0,0,50,3,0
47,2,169180,9,14,5,6,0,1,0,0,0,35,3,0
45,0,193451,2,10,4,2,3,1,1,0,0,45,3,0
51,2,305147,4,13,5,6,0,1,1,0,0,40,3,0
23,2,138892,11,9,5,4,4,2,1,0,0,40,3,0
44,0,402397,9,14,4,9,1,1,0,0,1902,60,3,1
34,2,223267,11,9,5,9,5,1,1,0,0,50,3,0
19,2,29250,2,10,5,6,4,1,1,0,0,10,3,0
51,2,203953,11,9,4,6,3,1,1,0,0,40,3,1
46,6,29696,11,9,4,2,3,1,1,0,0,40,3,0
30,2,315640,10,16,4,6,3,4,1,0,1977,40,23,1
37,2,632613,0,6,4,0,3,1,1,0,0,35,34,0
56,2,282023,14,15,4,6,3,1,1,0,0,45,3,1
29,2,77760,11,9,4,10,3,1,1,0,0,45,3,0
46,0,148599,9,14,4,13,3,1,1,0,0,50,3,1
55,2,414994,11,9,4,13,3,1,1,0,0,40,3,0
45,2,339863,4,13,1,7,0,1,1,8614,0,48,3,1
34,2,499249,11,9,2,1,0,1,1,0,0,40,7,0
45,2,144354,15,5,3,1,4,2,1,0,0,40,3,0
41,2,252058,4,13,5,10,0,1,1,0,0,40,3,0
22,2,99543,2,10,5,10,4,1,1,0,0,20,3,0
34,2,117963,14,15,4,6,3,1,1,0,0,50,3,1
27,2,194652,11,9,5,13,4,2,1,0,0,40,3,0
29,2,299705,2,10,5,1,2,2,1,0,0,37,3,0
19,1,27433,7,8,5,5,4,1,0,0,0,30,3,0
47,5,39986,4,13,4,6,3,1,1,0,0,40,3,0
43,3,135342,2,10,4,9,3,1,1,0,0,50,3,1
52,2,270142,3,11,3,9,2,2,0,0,0,60,3,0
33,0,118267,8,12,1,7,0,1,1,0,0,60,3,0
29,2,266043,15,5,4,2,3,1,1,0,0,40,3,0
23,2,35633,11,9,4,1,3,1,1,0,0,40,3,0
23,2,74568,2,10,5,9,0,1,1,0,0,40,3,0
39,2,214816,4,13,4,9,3,1,1,0,0,60,3,0
43,2,222971,6,3,5,4,2,1,0,0,0,40,34,0
31,2,259425,11,9,4,13,3,1,1,0,0,40,3,1
47,3,212120,11,9,4,13,3,1,1,0,0,40,3,1
26,2,245880,11,9,5,10,0,1,1,0,0,60,3,0
58,5,54947,2,10,5,6,0,1,0,0,0,55,3,0
47,3,79627,14,15,1,6,0,1,1,27828,0,50,3,1
55,2,151474,4,13,5,8,5,1,0,0,1590,38,3,0
26,2,132661,11,9,4,9,1,1,0,5013,0,40,3,0
28,2,161674,11,9,5,4,2,1,0,0,0,40,3,0
36,2,62346,11,9,4,13,3,2,1,0,0,40,3,0
40,2,227236,11,9,4,7,3,1,1,0,0,50,3,0
19,2,283033,5,7,5,5,0,1,1,0,0,40,3,0
63,0,298249,4,13,4,7,3,1,1,10605,0,40,3,1
42,2,251229,4,13,4,2,3,1,1,0,0,40,3,0
76,2,199949,15,5,4,3,3,1,1,0,0,13,3,0
23,6,305498,3,11,5,8,0,1,0,0,0,40,3,0
38,0,203836,6,3,5,2,0,1,1,0,0,40,3,0
33,6,79440,9,14,5,6,0,4,1,0,0,30,25,0
48,5,142719,9,14,4,6,3,1,1,0,0,40,3,1
56,2,119859,2,10,1,2,0,1,1,0,0,40,3,1
32,2,141410,11,9,4,4,3,2,1,0,0,40,3,0
44,5,202872,2,10,1,6,2,1,0,0,0,25,3,0
27,2,198813,11,9,1,10,4,2,0,0,0,40,3,0
33,1,129707,2,10,5,9,0,1,1,0,0,50,3,0
22,2,445758,6,3,5,1,0,1,1,0,0,40,34,0
18,2,30246,2,10,5,1,4,1,0,0,0,20,3,0
